DrugName	DrugBank	SMILES
dimethicone	DB11074	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
propiverine	DB12278	CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C
sodium chloride	DB09153	[Na+].[Cl-]
eprosartan	DB00876	CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O
sevelamer	DB00658	C=CCN.C1C(O1)CCl
zolmitriptan	DB00315	CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3
tranylcypromine	DB00752	C1C(C1N)C2=CC=CC=C2
diclofenac	DB00586	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
sodium bicarbonate	DB01390	C(=O)(O)[O-].[Na+]
captopril	DB01197	C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
fludrocortisone	DB00687	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
temazepam	DB00231	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
lorazepam	DB00186	C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
dapsone	DB00250	C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
hydroxocobalamin	DB00200	CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]
levodopa	DB01235	C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
methotrexate	DB00563	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
cetirizine	DB00341	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
acamprosate	DB00659	CC(=O)NCCCS(=O)(=O)O
abacavir	DB01048	C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO
hydroxychloroquine	DB01611	CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
famciclovir	DB00426	CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
procyclidine	DB00387	C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
meloxicam	DB00814	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
escitalopram	DB01175	CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
perphenazine	DB00850	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
zafirlukast	DB00549	CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
didanosine	DB00900	C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O
bisoprolol	DB00612	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
rimiterol hydrobromide	DB13559	C1CCN[C@H](C1)[C@H](C2=CC(=C(C=C2)O)O)O.Br
clobazam	DB00349	CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
ergocalciferol	DB00153	C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
lormetazepam	DB13872	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
fexofenadine	DB00950	CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
hexamethylenetetramine	DB06799	C1N2CN3CN1CN(C2)C3
venlafaxine	DB00285	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
pindolol	DB00960	CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
pregabalin	DB00230	CC(C)C[C@@H](CC(=O)O)CN
methadone	DB00333	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
galantamine	DB00674	CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O
phenelzine	DB00780	C1=CC=C(C=C1)CCNN
dosulepin	DB09167	CN(C)CC/C=C\1/C2=CC=CC=C2CSC3=CC=CC=C31
codeine	DB11321	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
picosulfuric acid	DB09268	C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O
sumatriptan	DB00669	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
pethidine	DB00454	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
lopinavir	DB01601	CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O
letrozole	DB01006	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
magnesium carbonate	DB09481	C(=O)([O-])[O-].[Mg+2]
lymecycline	DB00256	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCC[C@@H](C(=O)O)N)N(C)C)O
acebutolol	DB01193	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
olmesartan	DB00275	CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
apraclonidine	DB00964	C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl
azelastine	DB00972	CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
acetaminophen	DB00316	CC(=O)NC1=CC=C(C=C1)O
theophylline	DB00277	CN1C2=C(C(=O)N(C1=O)C)NC=N2
mycophenolic acid	DB01024	CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
naratriptan	DB00952	CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
colestipol	DB00375	C1C(O1)CCl.C(CNCCNCCNCCN)N
almotriptan	DB00918	CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
fluvastatin	DB01095	CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F
desmopressin	DB00035	C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N
oxytetracycline	DB00595	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
clindamycin	DB01190	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl
furosemide	DB00695	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
nebivolol	DB04861	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
saquinavir	DB01232	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
valsartan	DB00177	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
insulin	DB00030	CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CC(=O)N)C(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@@H](CC7=CC=C(C=C7)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CN=CN2)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC2=CC=CC=C2)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)[C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)CN
moxonidine	DB09242	CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
rosuvastatin	DB01098	CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
budesonide	DB01222	CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
fluocinonide	DB01047	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
acrivastine	DB09488	CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O
cefadroxil	DB01140	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O
tiaprofenic acid	DB01600	CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
ketotifen	DB00920	CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
mirtazapine	DB00370	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
cholestyramine	DB01432	CCC1=CC=C(C=C1)C(C)CCC2=CC=C(C=C2)[N+](C)(C)C
xipamide	DB13803	CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N
cyclopenthiazide	DB13532	C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl
cyclosporine	DB00091	CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
etidronic acid	DB01077	CC(O)(P(=O)(O)O)P(=O)(O)O
pizotifen	DB06153	CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
trihexyphenidyl	DB00376	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
emtricitabine	DB00879	C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F
nifedipine	DB01115	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
isometheptene	DB06706	CC(CCC=C(C)C)NC
metoclopramide	DB01233	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
salbutamol	DB01001	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
famotidine	DB00927	C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
meptazinol hydrochloride	DB13478	CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl
cholecalciferol	DB00169	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
flecainide	DB01195	C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
magnesium trisilicate	DB09281	[O-][Si](=O)O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2]
salmeterol	DB00938	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
sulpiride	DB00391	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
diphenhydramine	DB01075	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
bisacodyl	DB09020	CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
amantadine	DB00915	C1C2CC3CC1CC(C2)(C3)N
cephalexin	DB00567	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O
rimexolone	DB00896	CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C
valproic acid	DB00313	CCCC(CCC)C(=O)O
manganese	DB06757	[Mn]
flunisolide	DB00180	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
phenobarbital	DB01174	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
dextropropoxyphene	DB00647	CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C
mefenamic acid	DB00784	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
tramadol	DB00193	CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
alfacalcidol	DB01436	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
prednisone	DB00635	C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
esomeprazole	DB00736	CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC
metronidazole	DB00916	CC1=NC=C(N1CCO)[N+](=O)[O-]
quinapril	DB00881	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O
trandolapril	DB00519	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
clotrimazole	DB00257	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
glipizide	DB01067	CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
bendroflumethiazide	DB00436	C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
flavoxate	DB01148	CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
pyridostigmine	DB00545	C[N+]1=CC=CC(=C1)OC(=O)N(C)C
omeprazole	DB00338	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
carvedilol	DB01136	COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
potassium	DB14500	[K]
vitamin d	DB11094	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
metformin	DB00331	CN(C)C(=N)N=C(N)N
celecoxib	DB00482	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
phenytoin	DB00252	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
zuclopenthixol	DB01624	C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
pioglitazone	DB01132	CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
dextran 70	DB09255	CC[C@@H]1C([C@@H]([C@@H](C(O1)COC[C@@H]2C([C@@H]([C@@H](C(O2)COC)O)OC)O)O)O)O
olsalazine	DB01250	C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O
penicillamine	DB00859	CC(C)([C@H](C(=O)O)N)S
glucosamine	DB01296	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O
hydroxyethyl cellulose	DB11602	CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O
nabumetone	DB00461	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
acarbose	DB00284	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO
trimipramine	DB00726	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ranitidine	DB00863	CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
